class,max_ndvi,20150720_N,20150602_N,20150517_N,20150501_N,20150415_N,20150330_N,20150314_N,20150226_N,20150210_N,20150125_N,20150109_N,20141117_N,20141101_N,20141016_N,20140930_N,20140813_N,20140626_N,20140610_N,20140525_N,20140509_N,20140423_N,20140407_N,20140322_N,20140218_N,20140202_N,20140117_N,20140101_N
forest,7971.78,7963.69,7971.78,4422.02,7670.17,1900.25,486.088,1331.98,574.207,939.246,6115.23,4319.72,1605.32,1638.16,1375.25,300.557,1704.93,7169.92,878.859,6547.56,5240.14,6541.68,518.754,3345.79,636.343,6176.15,713.167,7416.65
forest,8005.63,5576.94,8005.63,883.894,5562.39,2034.45,2385.67,4331.44,6854.29,3873.45,7628.71,1889.5,1994.05,1623.74,919.407,427.021,1206.39,6745.38,5157.96,4964.06,5101.43,6119.89,1371.55,729.286,450.946,5157.03,595.435,5033.32
forest,7969.05,6212.63,4262.25,2850.76,7969.05,1393.08,2803.98,1463.04,2704.48,725.134,3430.47,5091.8,2123.84,3518.69,1677.11,323.001,1419.82,7323.82,3183.77,5853.74,1827.8,6136.9,942.19,1083.47,650.705,7268.64,687.134,1877.93
forest,7384.51,7384.51,7358.54,3834.67,890.551,4221.42,856.441,2544.8,587.907,802.196,7321.94,1529.91,1705.82,4523.93,2233.35,332.042,1556.25,1600.1,1297.85,4529.55,6702.07,6166.13,488.62,726.304,595.491,4249.17,785.047,7071.48
forest,5724.56,5309.45,4080.72,3781.91,5471.03,4713.2,4822.75,4378.81,4265.39,4422.05,5256.24,756.413,5724.56,4294.92,5652.53,5572.16,496.352,2608.75,720.51,4166.07,3765.84,4064.91,1881.88,1968.81,466.992,3997.25,4432.92,495.1
water,613.187,-433.735,-1738.03,-591.091,-1470.53,450.952,-1418.93,-1106.76,613.187,-2323,-1447.72,305.587,227.994,349.229,457.158,128.519,-1137.17,372.067,-2683.6,-241.064,-1576.27,-1143.65,341.628,298.632,442.239,-2173.33,400.771,-1767.57
water,7004.33,6688,6723.54,733.29,6242.51,6003.6,6256.72,480.382,6622.53,6550.35,6220.51,2520,3318.82,1351.62,7004.33,475.238,3240.54,4696.71,2018.56,3790.08,6311.07,2815.47,434.099,858.583,450.054,5758.01,2470.64,1407.25
water,6902.76,4361.65,585.509,296.247,2275.48,5833.69,6187.35,4731.09,494.815,6276.78,3434,369.378,607.592,658.491,673.245,2756.34,607.891,620.194,6902.76,4913.87,6166.59,364.449,316.623,348.108,171.598,6085.3,2427.78,359.507
water,1335.51,845.266,952.671,1228.51,233.679,446.063,1079.62,607.257,822.118,575.838,1335.51,365.04,1206.56,999.765,407.662,565.482,656.458,744.244,669.397,-186.945,1082.82,150.94,732.037,692.12,328.036,-27.7115,211.305,328.979
water,1545.07,1250.4,75.8571,-154.48,1460.7,395.143,896.299,445.138,-1845.43,684.101,-1647.81,789.609,1215.29,1275.88,68.5017,634.349,1524.43,1545.07,-323.536,131.839,791.486,-1232.72,1327.5,419.044,554.601,-215.311,552.97,-2692.67
water,1885.25,1094.7,1732.73,-189.497,-250.719,474.522,648.115,968.349,-1413.52,834.653,1157.54,485.169,1664.09,1592.24,24.0405,965.721,1627.49,1885.25,1261.56,915.48,-2435.9,-896.841,-1149.31,646.799,515.069,-341.07,-282.803,-2590.82
water,2588.13,1384.51,1445.89,2556.55,1612.88,285.496,1818.4,-805.709,-1570.47,1531,605.228,564.922,1772,2130.74,83.4892,482.446,1572.29,1817.02,2588.13,1698.08,1052.43,-689.592,1589.96,967.248,402.738,1604.9,1138.47,-1841.36
water,2210.67,1638.91,56.3473,-1452.46,-62.0259,558.901,393.831,-848.485,-2014.52,-1103.47,1081.26,1451.32,2210.67,1635.74,-62.948,1545.06,1496.14,2123.09,333.741,885.924,-302.671,-268.225,-1219.62,530.401,512.771,1003.55,-627.027,-2246.34
water,2106.72,1260.97,860.165,-480.933,-236.985,343.158,494.089,1030.29,-1235.18,88.3811,929.698,705.229,2103.52,1590.72,49.1778,1053.67,1424.8,2106.72,2007.02,-104.057,-338.542,191.148,-27.4687,569,502.317,1757.63,1736.58,-2170.65
water,1663.81,1207.81,140.416,-408.568,780.962,344.673,768.365,582.551,-983.659,797.533,963.212,735.453,1365.68,1563.2,70.5863,520.464,1532.46,1663.81,-98.4924,163.758,947.682,-1111.54,935.099,405.074,498.244,-144.31,796.111,-2629.5
water,5610.4,5117.33,2695.5,4665.07,4531.16,475.004,5610.4,414.354,5521.26,2180.7,641.231,372.143,1918.88,1656.36,119.694,335.374,1893.7,4753.02,4988.98,4199.75,4544.44,2090.09,488.613,782.028,329.423,5105.01,995.054,5253.02
water,1712.97,1090.17,143.24,-296.57,-1597.25,408.745,466.547,782.902,-2035.4,737.621,688.055,594.149,1263.13,1537.61,117.324,1087.68,1712.97,1662.68,-376.749,-189.594,-1576.95,-1505.78,-909.734,486.383,596.34,706.134,-167.825,-2746.69
water,1956.97,1433.99,82.7086,-618.263,-656.934,440.601,-681.293,437.835,-1875.24,595.13,1090.2,421.57,1115.42,1485.98,75.3806,441.029,1678.11,1724.56,1956.97,211.527,-1736.49,-1144.38,552.022,904.432,493.462,248.366,-367.405,-2243.31
water,2190.07,2046.9,2020.76,-228.219,1639.3,444.288,-648.601,562.354,-1536.51,13.216,1229.41,402.649,1770.74,1727.3,146.374,785.986,1650.77,2190.07,759.558,537.509,1854.69,8.7135,478.564,1068.03,383.512,1461.21,-627.187,-128.901
water,1744.27,1089.49,70.5189,-657.21,-101.464,487.532,485.927,-1206.27,-2076.64,-664.452,926.521,543.401,1519.62,1446.85,47.7176,-290.428,1525.62,1601.06,-20.9864,1744.27,-782.734,-1330.25,-565.904,546.325,546.5,1227.37,857.336,-2689.03
water,5643.72,5643.72,2168.83,5398.23,3680.9,426.252,2840.61,1422.64,3792.69,1963.64,1311.82,864.551,1441.63,2415.48,137.65,352.173,2087.56,2213.5,4277.76,4135.92,3491.9,1225.29,804.462,1701.43,387.13,1745.57,901.057,5139.58
water,2670.95,2228.7,263.131,-420.783,2177.52,530.676,-37.2174,398.951,-1128.4,-1438.73,1051.63,332.548,2363.05,1249.47,101.358,638.662,1509.06,2488.96,974.848,897.859,-1007.83,876.484,408.294,1500.11,369.47,2670.95,1207.47,535.385
water,3121.1,2396.03,922.273,153.069,-148.954,455.629,270.849,562.432,481.494,1714.32,326.637,402.427,1596.89,1310.83,157.832,309.388,2053.42,2423.12,3121.1,1593.51,828.652,-99.5733,408.746,1286.27,354.311,1469.79,1170.51,934.052
water,2420.16,1268.54,2420.16,176.959,-1063.08,500.153,437.266,509.501,-1878.13,346.798,776.248,734.753,1486.78,1409.71,69.0667,1388.18,1628.42,1532.27,24.2494,1020.16,322.483,-1194.71,-1143.35,530.551,670.038,781.217,1010.21,-2290.16
water,6243.55,4216.9,3850.22,4014.59,2977.59,339.453,561.309,676.99,3256.78,2567.75,372.467,393.612,2771.36,2509.82,152.513,412.556,1819.71,5489.16,6243.55,6022.67,2384.26,2972.19,3099.05,1808.47,442.616,1635.5,791.657,3715.93
water,2741.27,1118.82,-64.7996,-487.983,-336.442,619.401,653.3,1153.45,-1867.76,-442.594,230.434,737.901,2612.61,1395.36,-67.4962,1273.31,1609.42,2503.14,2741.27,2578.72,1867.52,1234.35,8.94097,652.804,503.898,2663,926.008,-2452
water,2137.19,1991.54,1356.21,744.681,228.433,367.158,423.645,2092.5,-371.757,330.112,780.502,594.906,1274.2,1458.91,86.4681,643.221,1550.2,2108.89,2137.19,1662.3,261.561,1532.18,715.47,600.056,573.646,700.417,-176.797,-1530.41
water,5559.45,2890.67,2958.03,231.125,2072.99,447.539,1196.75,412.887,-86.8558,-94.1918,1197.34,373.395,1403.31,1807.9,130.746,618.465,1698.95,4597.39,5559.45,4895.1,4899.81,4059.6,445.582,1065.11,367.56,1996.69,582.155,472.199
water,3081.88,1090.91,60.7501,-345.864,-199.733,486.387,505.118,845.147,-1663.76,820.179,1930.24,521.329,3081.88,1896.47,140.955,1639.85,1516.3,2228.42,520.95,2307.25,-149.398,665.479,-466.61,721.786,534.077,2627.01,1922.3,-2351.7
water,1637.15,996.31,826.08,185.235,-1242.42,502.515,427.11,-615.089,-2019.47,539.683,360.741,667.986,1505.54,1443.01,62.9516,1035.01,1605.94,1637.15,30.4363,450.614,1535.3,-1295.89,-1046.61,479.832,710.247,-111.96,887.672,-2457.67
water,7126.45,6222.25,7126.45,6560.08,5510.06,486.451,5338.44,410.027,4997.18,2193.42,574.184,356.097,2528.62,1449.03,128.312,457.052,1740.68,5256.24,4223.5,5347.28,5398.54,3244.46,409.484,778.551,333.069,5617.78,1154.48,3505.25
water,2856.82,2856.82,1216.6,1928.15,2437.91,410.029,551.851,1308.86,2435.05,1598.22,1219.41,482.067,2405.83,1407.41,16.2538,874.284,1517.65,2316.56,2099.55,2254.34,2830.65,2738.51,1428.57,743.579,493.012,1457.96,1836.69,1741.47
water,1775.01,1024.48,-348.008,-188.717,-126.88,338.663,461.192,-994.408,-1127.18,-1886.29,987.906,642.856,1738.12,1527.2,5.0497,1052.49,1448.19,1775.01,-151.484,813.654,-248.885,1264.66,-444.901,428.044,536.602,749.228,688.222,-2432.7
water,1715.3,1272.78,521.318,-241.282,825.381,408.089,-534.194,519.926,-1724.61,414.875,812.154,343.498,1230.63,1479.68,64.7151,649.753,1715.3,1610.82,763.86,491.951,-1832.2,-564.471,603.811,697.387,536.107,-407.457,257.386,-1718.38
water,2273.34,1168.63,673.705,-49.6542,58.9218,460.545,461.904,-804.716,-1769.85,-231.373,1243.55,1074.85,2273.34,1681.27,-10.5631,1026.54,1491.57,2183.95,1076,1544.32,-321.713,2162.29,-48.0997,477.546,592.632,1194.63,1745.07,-2414.79
water,2426.06,1712.45,1076.19,2426.06,372.882,581.485,464.505,-752.688,-1972.09,1710.75,845.57,1106.72,2312.04,1477.94,56.9605,1619.61,1531.77,2288.95,1729.72,623.513,49.8806,1727.63,557.288,453.553,595.759,1474.56,2367.91,-1241.41
water,5393.45,5189.64,3148.92,5387.88,4906.45,444.88,744.792,782.387,5393.45,3480.14,812.225,372.626,1894.12,2283.3,43.231,697.158,1598.01,2556.1,5001.26,3863.4,3030.74,4389.28,1105.57,695.59,537.887,4613.08,1582.76,5255.9
water,2856.32,1975.91,127.572,-1802.84,-3536.54,474.379,452.814,-659.341,-1666.67,2242.6,1626.15,947.503,2856.32,1824.9,-16.6673,1409.7,1782.76,2366.06,1029.46,595.301,-1058.49,1536.15,-516.348,425.739,608.293,2639.75,2196.76,-1108.14
water,3182.76,2437.39,1467.41,1298.85,2667.75,414.323,519.32,1141.21,2925.88,1456.97,2954.51,496.459,2711.29,1209.31,-0.93657,1085.45,1591.82,2741.24,2667.05,3182.76,1755.26,2436.67,2660.35,781.283,445.64,1855.16,2799.72,2206.39
water,3033.09,1835.26,-1099.58,1606.42,2002.6,376.772,1611.2,-373.46,-695.876,1605.26,1056.54,552.315,1831.25,2468.08,247.388,425.302,1503.02,2045.93,3033.09,1483.51,1873.14,-394.69,1603.1,1170.39,387.021,155.825,1506.06,-1615.29
water,4869.87,2452.41,1371.54,480.488,1428.98,345.07,582.28,878.169,3045.81,2648,527.849,499.61,3702.32,2734,168.56,389.943,2003.84,4869.87,4204.43,3904.34,3156.52,1239.99,3374.43,1761,396.005,475.801,706.82,3411.07
water,2262.1,1003.69,-43.7502,-424.08,-120.676,548.93,610.057,872.325,-1130.15,-2582.93,-359.832,898.061,1510.13,1509.87,251.634,1013.73,1407.85,2262.1,1587.38,1605.37,-505.428,790.405,1104.58,688.138,534.573,1904.42,1772.89,-2571.73
water,2788.13,1980.11,57.3228,-1300.3,-724.269,457.227,-350.599,440.626,605.778,1338.83,735.25,391.428,1356.36,1307.31,81.5287,629.113,1754.77,2232.45,2788.13,596.043,1519.77,-221.218,562.053,1075.34,350.469,1581.27,-110.1,1551.11
water,4146.06,3217.43,2557.87,3033.41,2123.68,472.998,321.04,436.43,-33.9671,1348.77,1478.81,338.259,1511.52,1115.96,96.6504,537.243,1890.96,3056.81,2935.86,2206.61,4146.06,624.077,488.575,1151.57,328.701,2141.05,1218.44,2665.59
water,3675.31,2421.66,2409.1,1575.49,2044.03,321.751,1110.65,2161.79,2490.77,1416.9,464.997,406.886,1993.12,2299.88,81.4099,339.099,1730.63,3140.09,3675.31,2821.52,1359.13,2684.37,1158.86,1418.35,370.199,2691.86,1214.25,1563.39
water,1621.42,1108.96,30.8544,1038.03,-111.412,402.36,494.24,-1202.71,-2202.53,842.89,-1732.22,646.157,1433.53,1500.34,38.8167,887.386,1621.42,1591.1,-278.068,1322.05,-182.961,-1313.34,-424.441,410.5,618.933,-342.342,-482.732,-2764.27
water,2722.36,2038.97,1443.19,456.271,1093.59,411.375,387.577,802.954,598.504,1466.61,190.944,810.025,1691.43,964.101,67.9775,1073.27,1685.58,2722.36,1805.63,1654.96,1732.15,384.517,662.877,935.011,593.465,912.698,1256.68,739.844
water,5421.2,5272.39,5284.79,5219.41,2106.33,399.792,567.051,687.195,2854.28,1459.29,797.146,402.159,2086.9,2985.57,133.717,370.874,1498,4001.07,3883.91,2344.14,4123.18,3726.61,2481.27,1023.66,418.039,5038.89,1694.72,5421.2
water,2498.51,1884.93,122.92,-467.425,2498.51,486.353,-783.714,369.261,-1843.26,-1535.12,1022.46,341.57,1988.95,1523.69,144.701,686.833,1576.94,2211.32,800.131,609.157,1636.39,-270.719,375.315,1207.41,341.784,2202.43,488.069,55.6102
water,4666.99,4195.8,1654.87,3631.29,4061.85,453.826,625.825,753.058,3126.62,817.436,918.439,424.036,1559.45,1507.89,53.791,740.093,1606.39,2324.5,4666.99,4255.87,2373.68,3465.36,974.147,714.89,533.671,3048.12,848.963,3548.17
water,2413.92,2290.69,2363.21,1333.45,430.202,464.687,482.695,1246.21,-1632.86,885.868,-346.587,587.806,1471.5,1422.52,40.3351,1354.42,1728.33,2254.63,2413.92,1592.85,1674.71,1755.73,1238.61,488.196,645.425,1742.13,981.373,-4145.25
water,2252.55,950.408,129.634,-310.221,-59.9971,649.373,805.873,980.608,-1906.01,-3015.63,1208.05,726.647,1698.57,1760.8,339.23,1239.69,1442.11,2252.55,1410.28,2018.33,-236.67,684.902,2168.36,621.667,515.363,1987.73,1103.03,-2569.59
water,5041.35,4313.52,3662.84,3356.08,3347.77,504.702,4937.04,429.51,5041.35,2110.08,562.994,388.524,2447.54,1722.36,149.623,436.927,1740.34,4272.55,3844.46,3463.61,3558.82,1940.67,496.683,853.356,316.32,4588.99,1097.88,3687.11
water,1721.66,1199.6,1719.61,-379.091,-13.0151,379.797,1180.11,466.403,-827.068,402.562,-2112.12,513.32,1302.68,1299.2,68.0508,563.68,1662.72,1485.01,-326.422,1721.66,620.308,-1468.61,1289.31,501.909,564.178,-392.939,541.794,-2185.82
water,1793.25,1228.3,1089.39,-268.166,1793.25,459.981,1088.53,421.642,-1697.99,548.023,924.164,379.778,1396.22,1594.96,79.682,726.442,1752.62,1586.48,-163.087,433.034,-1903.32,-1418.6,871.645,660.004,562.022,-500.258,528.684,-1241.33
water,7642.31,7146.15,6806.52,7642.31,7364.43,458.89,7276.7,480.507,4799.65,2308.47,458.765,413.826,2427.59,1824.08,86.4189,588.887,1676.44,5394.62,5607.75,6418,7025.01,3596.27,457.373,1320.03,317.278,6009.46,1124.59,4877.38
water,1938.22,1458.25,154.784,-307.153,-228.277,360.564,-445.797,512.636,-1965.81,918.254,1099.98,326.856,1608.24,1777.09,53.5097,617.85,1611.63,1938.22,104.554,381.356,-518.792,-907.62,819.758,732.974,552.135,109.709,672.526,-1820.43
water,2464.66,1207.83,-182.914,-1044.42,-555.556,458.601,758.892,964.668,-2339.78,1347.75,-884.897,522.095,2464.66,1145.58,72.2567,1249.8,1591.44,2122.84,743.995,453.363,727.505,932.539,1234.95,570.535,627.739,1566.65,1732.38,-1796.41
water,2822.47,2458.06,522.464,2099.74,-1986.22,432.957,-778.046,1447.67,-1027.42,1903.24,1022.73,881.022,1328.33,1602.93,110.232,456.22,1663.59,2822.47,2326.13,2175.73,-704.479,-85.1326,630.788,1694.23,433.81,1948,-705.45,-557.677
water,3328.02,1385.09,238.791,-606.823,-627.229,493.999,-1017.91,433.059,1769.5,1285.57,1576.53,388.397,1381.93,971.997,71.6211,482.225,1751.28,3328.02,2801.74,2692.01,1383.19,292.563,533.372,1082.99,333.147,1514.45,1197.98,2330.25
water,7623.85,6841.59,7064.16,7535.91,7623.85,409.633,530.44,5552.23,7136.5,2415.71,601.116,374.842,2040.95,2538.41,103.119,403.396,2211.67,5392.83,6920.48,6360.35,5556.75,6384.65,1810.48,1289.67,323.705,6079.08,1197,7138.86
water,2073.35,1341.32,624.366,-104.279,1413.98,366.41,1200.96,619.303,204.882,748.409,737.406,428.91,1307.19,1468.12,53.0149,699.605,1785.42,2073.35,1996.21,1294.25,321.987,26.4408,560.153,703.305,552.789,393.126,-298.079,-1022.35
water,2637.48,993.072,254.833,-241.745,-98.558,442.144,382.24,-833.538,-1551.96,1809.83,1740.28,1104.64,2637.48,1707.66,-28.8622,960.212,1419.93,2298.46,209.575,0,-677.37,-202.489,-167.032,458.775,557.887,1532.6,2155.73,-2221.68
water,1655.28,1240.32,1483.42,-425.677,1655.28,437.16,938.51,531.48,-712.937,517.106,-365.232,459.102,1298.36,1132.42,42.8843,478.237,1644.82,1459.19,-325.699,141.911,1625.04,-1446.04,849.927,637.852,593.984,-467.48,644.576,-2356.07
water,2536.56,1637.48,883.751,-164.471,-14.6776,434.146,-175.478,999.213,-1011.66,1387.16,1913.43,701.355,1849.65,1726.12,136.153,385.54,1897.84,2392.65,842.333,905.507,-678.28,594.472,1044.18,982.824,334.468,2536.56,849.687,914.143
water,2255.77,1555.42,1688.92,-148.529,-387.854,529.6,-381.19,921.064,-1323.06,-523.771,2079.65,1502.92,1731.59,1936.46,111.234,341.741,1968.92,2255.77,1054.97,882.231,-841.642,687.021,1128.51,1203.28,344.728,1500.05,813.982,417.675
water,2423.39,1759.18,434.181,498.611,1530.19,345.02,779.541,636.767,-1372.78,763.042,1071.4,548.827,1613.12,1827.45,107.426,415.629,1459.93,2423.39,1258.46,1829.48,616.041,943.242,1726.39,648.659,470.747,-23.9692,492.62,-1214.45
water,6982.87,5870.96,6465.33,5647.15,6431.75,597.743,393.538,3504.56,6819.6,2839.87,849.337,865.606,2656.86,1664.56,18.0993,2134.22,1536.39,4229.19,6421.4,751.401,6982.87,3945.17,6552.31,404.156,540.258,5103.67,5140.92,6512.58
water,6875.48,6875.48,6798.45,6544.62,928.921,446.342,446.517,1454.89,4580.81,1926.87,5494.69,573.052,1535.72,1057.27,61.9406,1421.5,1437.02,4620.77,6282.75,811.49,4426.52,4117.58,5830.28,1024.12,605.553,3958.92,1828.79,6795.96
water,7113.4,6444.17,6604.57,6665.57,6710.82,381.008,1121.64,3231.83,7113.4,973.142,6322.64,2208.59,3421.17,1319.89,47.1677,2245.81,1435.23,4968.76,6567.96,334.397,5963.92,1564.22,5988.39,1157.25,627.83,4059.69,2625.58,5911.41
water,2097.27,1026.93,-146.032,-233.658,-90.7828,532.785,596.884,1285.2,1564.43,-116.372,1306.13,486.378,1804.75,1495.58,30.5894,958.261,1552.63,2097.27,235.199,405.99,-661.071,1643.32,-1188.85,797.132,502.195,1260.14,483.769,-2384.9
water,1682.63,1025.42,56.0133,-302.295,-100.204,496.637,402.52,1094.78,-1586.1,-1132.84,1120.66,560.239,1483.83,1464.87,30.0115,1024.33,1486.15,1682.63,-195.923,817.162,-296.257,79.2969,-1163.29,595.084,552.455,1223.5,988.703,-2508.56
water,2326.4,1632.55,354.388,-237.125,1507.53,312.951,211.512,592.627,-1522.95,1090.63,356.262,358.89,1711.46,1365.22,40.912,571.641,1502.53,2326.4,609.715,703.699,1174.83,-380.474,1182.87,503.343,502.382,168.846,1272.89,-1683.25
water,5655.5,5451.09,4570.99,5375.12,1471.13,373.98,1114.85,1100.26,5655.5,1060.57,1408.18,528.681,2035.59,1818.47,129.32,413.453,1591.62,4706.75,4158.53,2530.58,554.793,4156.92,2108.16,717.323,471.065,4473.71,1985.16,4695.2
water,5991.28,5526.79,5775.56,5969.21,875.997,448.14,495.438,706.677,3342.86,1381.88,2630.9,514.736,1223.19,2628.71,44.5521,615.929,1576.15,4569.5,5991.28,3416.84,1559.42,5503.15,4367.6,467.341,548.399,5329.16,3638.27,5760.89
water,5251.32,2179.84,1840.48,374.332,3457.14,316.518,853.293,1195.41,-485.516,2823.79,373.238,447.667,2643.45,2722.46,168.873,327.562,1738.66,5251.32,5064.72,1935.55,4006.64,2996.95,2730.61,1851.99,451.824,468.75,895.638,2387.9
water,2562.53,2371.42,-234.126,1757.9,400,403.778,684.131,139.909,-248.819,1453.75,630.718,525.317,1934.23,2323.76,58.8762,397.536,1814.41,2562.53,1211,1732.69,-429.541,-41.7628,1451.58,1603.3,337.182,1012.85,1181.48,361.832
water,3113.94,1102.42,278.377,-495.236,141.991,554.349,550.32,991.343,-1943.93,-804.541,1870.07,839.824,3113.94,1595.72,102.372,1654.86,1456.04,1561.44,1735.08,2188.59,1249.91,1107.23,531.042,484.829,567.489,2090.74,2323.44,-1659.45
water,2716.74,2246.75,2365.03,1173.51,117.023,455.676,288.704,416.526,-1083.4,1629.12,-1008.49,375.813,1611.7,1446.27,168.433,389.302,2078.94,2716.74,2712.9,1675.78,-1.84813,34.4564,583.232,1074.32,331.196,664.459,1122.94,2081.79
water,3293.68,1889.97,818.389,297.29,-608.387,392.671,1270.79,642.413,-2411.89,429.46,1389.44,309.674,1704.37,1772.76,34.8166,726.852,1565.47,3234.11,3293.68,2990.62,1864.9,1887.61,1408.41,832.886,521.227,-4.93317,191.638,-2590.63
water,2075.14,1373.48,-14.4011,-99.9716,-909.091,441.951,-1339.95,794.61,-1684.47,1012.76,777.348,575.423,1130.21,1500.39,75.746,386.288,1622.36,1940.89,1215.56,544.924,65.076,-564.721,528.065,1009.7,468.191,2075.14,-1314.41,-2033.9
water,4223.87,3661.88,764.542,1375.79,3252.56,390.46,3498.41,996.931,4223.87,2410.39,2626.85,797.387,1576.56,2137.69,160.177,477.951,2069.23,2904.09,4075.57,3230.5,3511.59,816.939,1164.37,760.225,348.116,3250.48,861.649,3741.97
water,2113.51,1724.99,185.362,-244,-118.765,617.134,489.774,-834.213,-1606.58,136.272,1476.87,1382.91,2113.51,1719.82,-48.5528,1525.61,1548.91,1823.53,262.059,1151.85,-459.132,861.239,-178.843,403.663,552.451,1393.24,2059.84,-2210
water,2364.07,2033.82,-33.681,1284.53,562.929,417.138,495.446,1115.31,1970.59,-741.919,985.543,490.843,2062.45,1398.83,22.3171,862.608,1648.25,2364.07,2147.32,2037.05,1759.22,1930.91,754.153,855.796,486.142,1178.91,603.732,-2179.28
water,4196.34,3791.68,3610.6,2070.08,4196.34,302.026,731.656,2794.62,1909.04,1126.54,475.321,390.377,1735,2391.55,128.351,324.914,1656.12,3491.51,3814.5,1818.57,2334.94,3193.46,1404.24,1267.78,408.445,4092.13,1131.61,4022.26
water,6917.87,6759.25,6857.95,6917.87,5083.31,402.419,747.673,3926.67,6860.32,984.331,6711.58,905.752,2835.84,1161.95,86.5392,1462.56,1521.91,5366.31,6727.59,559.764,1513.29,1157.52,5123.76,765.281,700.333,2110.29,1918.26,5815.42
water,5819.57,5131.38,5391.55,4707.08,1977.88,368.247,571.279,2319.18,4875.27,1055.65,2019.72,495.449,2217.07,988.081,86.2206,1042.33,1624.56,4710.11,5259.58,1751.34,985.657,1664.35,4424.97,756.409,619.175,4898.48,1781.07,5819.57
water,1925.04,1554.7,186.267,-262.317,-256.411,377.673,-320.046,524.664,-1957.1,1074.76,1174.26,324.677,1441.12,1557.06,35.5395,569.641,1529.46,1925.04,65.2672,529.297,917.116,-791.259,1127.07,780.254,565.127,173.697,-625.584,-2017.76
water,1821.72,1365.42,250.093,-110.063,-1378.5,433.535,-1339.77,9.34828,-2050.74,1212.58,905.893,585.092,1041.95,1690.35,136.687,555.054,1694.96,1787.81,1539.28,265.437,1821.72,-827.068,511.177,857.194,499.521,-168.067,-1766.92,-1948.16
water,2281.7,1389.79,469.174,1559.72,103.242,277.841,705.174,899.787,-347.687,1174.19,484.816,366.741,1807.12,2194.51,149.692,256.486,1742.6,2188.68,2281.7,2235.49,359.865,-152.754,1517.08,1326.44,380.343,373.02,1286.25,-862.386
water,3046.44,1054.56,168.731,-55.258,568.954,437.32,728.073,-293.557,-2068.5,1454.27,2458.4,475.942,2264.46,1161.15,95.5528,1359.84,1703.05,3046.44,2806.76,446.086,876.419,882.378,1423.03,578.112,603.851,1513.87,1956.14,-1703.41
water,4588.86,2207.14,-293.459,-563.265,-1138.78,500.609,82.0513,465.889,-2532.49,1584.92,1225.46,343.246,2091.59,1122.63,126.58,583.77,1962.52,4221.37,3725.96,4588.86,4105.1,2038.08,416.766,969.591,343.534,2543.56,1223.84,2210.77
water,2332.89,1605.16,448.971,-331.348,1185.1,326.883,426.302,1080.9,224.171,878.532,583.855,496.965,1194.01,1555.23,53.0742,540.46,1796.08,2332.89,1899.11,1129.58,1107.02,-235.178,536.29,798.848,512.864,418.68,152.925,-2194.71
water,1870.05,1358.57,182.435,-189.004,-181.461,409.667,1184.57,751.55,-2011.86,913.433,798.9,268.63,1609.33,1688.27,21.2458,636.98,1544.98,1805.56,-27.4676,463.478,1870.05,-896.046,1021.34,683.844,598.205,0,-527.979,-2072.6
water,4968.71,1511.41,1197.75,-987.29,660.08,358.506,570.679,821.812,2456.76,2918.3,474.331,468.595,2881.53,2525.76,160.962,407.007,1914.41,4759.16,4968.71,3641.2,2196.1,1423.64,3376.32,1671.52,421.174,776.332,858.048,3379.66
water,1630.81,1297.28,217.908,-395.951,1361.44,453.637,643.734,508.691,-1175.02,522.236,884.445,436.66,1304.61,1065.14,65.9065,465.667,1630.81,1588.16,-331.24,-9.79124,1483.01,-1494.52,865.886,585.437,612.398,-438.684,760.141,-1565.11
